"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB1","Health-related","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1180"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB2","Education-related","A","Annual","A","Annual","USM","Million US dollar","2019","","","","44046"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB3","Other (Personal)","A","Annual","A","Annual","USM","Million US dollar","2019","","","","110898"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE","Construction","A","Annual","A","Annual","USM","Million US dollar","2019","","","","3189"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE1","Construction abroad","A","Annual","A","Annual","USM","Million US dollar","2019","","","","3189"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","16238"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1479"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2019","","","","13145"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF3","Auxiliary insurance services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1614"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","135698"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","116305"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG11","Brokerage and market-making services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","8891"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG12","Underwriting and private placement services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2683"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG13","Credit card and other credit-related services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","28462"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG14","Financial management services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","45879"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG15","Financial advisory and custody services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","7545"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG16","Securities lending, electronic funds transfer, and","A","Annual","A","Annual","USM","Million US dollar","2019","","","","22843"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measu","A","Annual","A","Annual","USM","Million US dollar","2019","","","","19393"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e","A","Annual","A","Annual","USM","Million US dollar","2019","","","","117401"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH1","Franchises and trademarks licensing fees","A","Annual","A","Annual","USM","Million US dollar","2019","","","","26988"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH11","Trademarks","A","Annual","A","Annual","USM","Million US dollar","2019","","","","20039"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH12","Franchise fees","A","Annual","A","Annual","USM","Million US dollar","2019","","","","6949"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH2","Licences for the use of outcomes of research and d","A","Annual","A","Annual","USM","Million US dollar","2019","","","","47811"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH3","Licences to reproduce and/or distribute computer s","A","Annual","A","Annual","USM","Million US dollar","2019","","","","37954"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH4","Licences to reproduce and/or distribute audio-visu","A","Annual","A","Annual","USM","Million US dollar","2019","","","","4649"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH41","Licences to reproduce and/or distribute audio-visu","A","Annual","A","Annual","USM","Million US dollar","2019","","","","4649"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH411","Movies and television programming","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1269"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH412","Books and sound recordings","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1340"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH413","Broadcasting and recording of live events","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2040"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information serv","A","Annual","A","Annual","USM","Million US dollar","2019","","","","55657"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","7825"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI2","Computer services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","36828"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI21","Computer software","A","Annual","A","Annual","USM","Million US dollar","2019","","","","23804"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI22","Other computer services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","13024"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI221","Cloud computing and data storage services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","6141"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI222","Other computer services other than cloud computing","A","Annual","A","Annual","USM","Million US dollar","2019","","","","6882"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI3","Information services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","11005"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI31","News agency services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","302"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI32","Other information services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","10703"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","189441"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ1","Research and development services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","49614"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ11","Work undertaken on a systematic basis to increase ","A","Annual","A","Annual","USM","Million US dollar","2019","","","","17255"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ111","Provision of customized and non-customized researc","A","Annual","A","Annual","USM","Million US dollar","2019","","","","16726"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ112","Sale of proprietary rights arising from research a","A","Annual","A","Annual","USM","Million US dollar","2019","","","","529"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ12","Other research and development services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","32359"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ2","Professional and management consulting services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","105070"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ21","Legal, accounting, management consulting, and publ","A","Annual","A","Annual","USM","Million US dollar","2019","","","","82923"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ211","Legal services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","13353"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ212","Accounting, auditing, bookkeeping, and tax consult","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2574"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ213","Business and management consulting and public rela","A","Annual","A","Annual","USM","Million US dollar","2019","","","","66997"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ22","Advertising, market research, and public opinion p","A","Annual","A","Annual","USM","Million US dollar","2019","","","","22147"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ221","Advertising services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","19906"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ222","Market research and public opinion polling service","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2162"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ22Z","Of which: Convention, trade-fair and exhibition or","A","Annual","A","Annual","USM","Million US dollar","2019","","","","79"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business servi","A","Annual","A","Annual","USM","Million US dollar","2019","","","","34756"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ31","Architectural, engineering, scientific, and other ","A","Annual","A","Annual","USM","Million US dollar","2019","","","","13070"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ311","Architectural services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","1057"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ312","Engineering services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","11614"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ313","Scientific and other technical services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","399"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ32","Waste treatment and de-pollution, agricultural and","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2353"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ323","Services incidental to mining, and oil and gas ext","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2299"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ33","Operating leasing services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","7434"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ34","Trade-related services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2051"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ35","Other business services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2019","","","","9849"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","23372"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK1","Audiovisual and related services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","19745"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK11","Audio-visual services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","19083"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK112","Rights to use audiovisual products","A","Annual","A","Annual","USM","Million US dollar","2019","","","","18292"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK1121","Movies and television programming","A","Annual","A","Annual","USM","Million US dollar","2019","","","","16038"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK1122","Books and sound recordings","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2254"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK11Z2","Books and sound recordings","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK12","Artistic related services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","662"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK2","Other personal, cultural, and recreational service","A","Annual","A","Annual","USM","Million US dollar","2019","","","","3627"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK22","Education services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2269"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2019","","","","22555"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","853270"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","540995"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","563550"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-2019)","840","USA","United States of America","000","","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2019","","","","27868"
